timestamp,cpu_percent,ram_percent,ram_used_gb,gpu_util,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_percent
1787904444.7627013,26.5,55.0,17.47997283935547,0.0,1634.50390625,8188.0,19.962187423668784
1787904445.0708137,52.8,52.2,16.586654663085938,0.0,1634.50390625,8188.0,19.962187423668784
1787904445.379185,59.9,52.2,16.58441162109375,0.0,1634.50390625,8188.0,19.962187423668784
1787904445.6881464,35.6,52.7,16.759166717529297,0.0,1634.50390625,8188.0,19.962187423668784
1787904445.9923754,47.0,52.7,16.75864028930664,0.0,1634.50390625,8188.0,19.962187423668784
1787904446.3017733,47.0,52.7,16.759864807128906,0.0,1634.50390625,8188.0,19.962187423668784
1787904446.6325972,43.8,52.7,16.760089874267578,0.0,1634.50390625,8188.0,19.962187423668784
1787904446.9696505,48.1,52.7,16.760478973388672,0.0,1634.50390625,8188.0,19.962187423668784
1787904447.8447683,22.0,52.7,16.758255004882812,0.0,1634.50390625,8188.0,19.962187423668784
1787904452.3981497,8.8,52.7,16.749679565429688,1.0,1634.50390625,8188.0,19.962187423668784
1787904453.1474056,7.3,52.7,16.75092315673828,0.0,1634.50390625,8188.0,19.962187423668784
1787904453.4509478,31.6,56.1,17.831775665283203,1.0,1634.50390625,8188.0,19.962187423668784
1787904453.7568982,45.3,56.1,17.832687377929688,0.0,1634.50390625,8188.0,19.962187423668784
1787904454.0639913,47.2,56.1,17.843902587890625,0.0,1634.50390625,8188.0,19.962187423668784
1787904454.369177,48.5,55.0,17.463844299316406,0.0,1634.50390625,8188.0,19.962187423668784
1787904454.6806386,56.0,52.1,16.569690704345703,0.0,1634.50390625,8188.0,19.962187423668784
1787904454.982676,38.6,52.1,16.572967529296875,0.0,1634.50390625,8188.0,19.962187423668784
1787904455.2870843,49.9,52.2,16.575355529785156,1.0,1634.50390625,8188.0,19.962187423668784
1787904455.590392,49.6,52.2,16.575485229492188,1.0,1634.50390625,8188.0,19.962187423668784
1787904456.6813834,46.5,52.1,16.569679260253906,0.0,1634.50390625,8188.0,19.962187423668784
1787904462.2083492,11.1,52.2,16.576473236083984,0.0,1634.50390625,8188.0,19.962187423668784
1787904462.5178628,42.3,56.3,17.88257598876953,0.0,1634.50390625,8188.0,19.962187423668784
1787904462.8199615,38.8,54.5,17.312744140625,0.0,1634.50390625,8188.0,19.962187423668784
1787904463.126792,45.8,54.5,17.313961029052734,0.0,1634.50390625,8188.0,19.962187423668784
1787904463.4329927,53.2,52.2,16.587894439697266,0.0,1634.50390625,8188.0,19.962187423668784
1787904463.7420022,44.9,52.2,16.590167999267578,0.0,1634.50390625,8188.0,19.962187423668784
1787904464.0446324,50.3,52.2,16.587486267089844,0.0,1634.50390625,8188.0,19.962187423668784
1787904464.350744,38.7,52.2,16.580528259277344,0.0,1634.50390625,8188.0,19.962187423668784
1787904464.6665492,45.0,52.2,16.58096694946289,0.0,1634.50390625,8188.0,19.962187423668784
1787904465.7749677,48.2,52.2,16.582828521728516,0.0,1634.50390625,8188.0,19.962187423668784
1787904471.1732318,10.6,52.2,16.59024429321289,0.0,1634.50390625,8188.0,19.962187423668784
