timestamp,cpu_percent,ram_percent,ram_used_gb,gpu_util,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_percent
1787903944.9879894,6.9,52.4,16.650814056396484,0.0,1633.50390625,8188.0,19.949974429042502
1787903945.2993224,51.1,52.6,16.709312438964844,0.0,1633.50390625,8188.0,19.949974429042502
1787903945.6067026,53.1,52.6,16.710071563720703,0.0,1633.50390625,8188.0,19.949974429042502
1787903945.9150257,44.4,52.4,16.663162231445312,0.0,1633.50390625,8188.0,19.949974429042502
1787903946.2188249,51.6,52.4,16.662837982177734,0.0,1633.50390625,8188.0,19.949974429042502
1787903947.6912382,39.0,52.4,16.661476135253906,0.0,1633.50390625,8188.0,19.949974429042502
1787903948.0003374,33.7,52.7,16.757102966308594,0.0,1633.50390625,8188.0,19.949974429042502
1787903948.3089292,55.6,52.7,16.75959014892578,0.0,1633.50390625,8188.0,19.949974429042502
1787903949.3826852,46.7,52.7,16.758071899414062,0.0,1633.50390625,8188.0,19.949974429042502
1787903950.2330322,14.1,52.8,16.76459503173828,0.0,1633.50390625,8188.0,19.949974429042502
1787903950.5390277,44.2,52.4,16.6661376953125,0.0,1633.50390625,8188.0,19.949974429042502
1787903950.849887,49.0,52.5,16.669353485107422,0.0,1633.50390625,8188.0,19.949974429042502
1787903951.9856741,45.0,52.5,16.67156982421875,0.0,1633.50390625,8188.0,19.949974429042502
1787903952.7956293,8.6,52.5,16.670364379882812,0.0,1633.50390625,8188.0,19.949974429042502
1787903953.1022732,43.4,52.8,16.791725158691406,0.0,1633.50390625,8188.0,19.949974429042502
1787903953.404749,50.3,52.9,16.817291259765625,0.0,1633.50390625,8188.0,19.949974429042502
1787903955.3268108,34.4,53.6,17.037559509277344,0.0,1633.50390625,8188.0,19.949974429042502
1787903955.6327467,40.9,53.5,17.00112533569336,0.0,1633.50390625,8188.0,19.949974429042502
1787903955.9398963,56.3,53.6,17.048004150390625,0.0,1633.50390625,8188.0,19.949974429042502
1787903956.9343452,38.8,54.3,17.246440887451172,0.0,1633.50390625,8188.0,19.949974429042502
1787903957.7057545,17.5,54.3,17.245140075683594,0.0,1633.50390625,8188.0,19.949974429042502
1787903958.0092728,45.4,54.6,17.347763061523438,0.0,1633.50390625,8188.0,19.949974429042502
1787903958.3156111,48.6,54.7,17.373855590820312,0.0,1633.50390625,8188.0,19.949974429042502
1787903959.3156905,43.2,54.6,17.368148803710938,0.0,1633.50390625,8188.0,19.949974429042502
1787903960.0598872,14.6,54.5,17.310646057128906,0.0,1633.50390625,8188.0,19.949974429042502
1787903960.3617098,40.6,54.1,17.207168579101562,0.0,1633.50390625,8188.0,19.949974429042502
1787903960.6662538,48.3,54.2,17.210765838623047,0.0,1633.50390625,8188.0,19.949974429042502
1787903961.7024024,49.5,54.1,17.203235626220703,0.0,1633.50390625,8188.0,19.949974429042502
1787903962.382123,18.1,53.8,17.0924072265625,0.0,1633.50390625,8188.0,19.949974429042502
1787903962.6853297,44.0,54.1,17.185054779052734,0.0,1633.50390625,8188.0,19.949974429042502
1787903962.9907959,49.7,54.1,17.183509826660156,0.0,1633.50390625,8188.0,19.949974429042502
1787903964.674563,31.7,53.9,17.116954803466797,0.0,1633.50390625,8188.0,19.949974429042502
1787903964.9772103,44.5,53.7,17.070579528808594,0.0,1633.50390625,8188.0,19.949974429042502
1787903965.282998,48.4,53.7,17.06536865234375,0.0,1633.50390625,8188.0,19.949974429042502
1787903966.2613513,44.6,53.7,17.05633544921875,0.0,1633.50390625,8188.0,19.949974429042502
1787903966.9564016,9.5,53.4,16.965187072753906,0.0,1633.50390625,8188.0,19.949974429042502
1787903967.2615108,51.0,53.4,16.968048095703125,0.0,1633.50390625,8188.0,19.949974429042502
1787903967.5723343,46.8,53.4,16.967430114746094,0.0,1633.50390625,8188.0,19.949974429042502
