timestamp,cpu_percent,ram_percent,ram_used_gb,gpu_util,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_percent
1787907079.9987974,10.2,55.9,17.75881576538086,0.0,1640.00390625,8188.0,20.029358894113336
1787907080.3002253,29.5,53.1,16.865314483642578,0.0,1640.00390625,8188.0,20.029358894113336
1787907080.6055,48.1,53.7,17.06234359741211,0.0,1640.00390625,8188.0,20.029358894113336
1787907081.3302672,41.1,53.6,17.049583435058594,0.0,1640.00390625,8188.0,20.029358894113336
1787907082.1041987,47.3,53.7,17.052291870117188,0.0,1640.00390625,8188.0,20.029358894113336
1787907082.9041893,28.1,53.7,17.074378967285156,0.0,1640.00390625,8188.0,20.029358894113336
1787907084.0391903,46.2,53.8,17.09429931640625,0.0,1640.00390625,8188.0,20.029358894113336
1787907084.8357902,13.9,53.8,17.084423065185547,0.0,1640.00390625,8188.0,20.029358894113336
1787907085.950717,45.0,53.8,17.083393096923828,0.0,1640.00390625,8188.0,20.029358894113336
1787907086.7509742,11.2,53.8,17.087352752685547,0.0,1640.00390625,8188.0,20.029358894113336
1787907087.8748033,45.7,53.8,17.088436126708984,0.0,1640.00390625,8188.0,20.029358894113336
1787907088.7758899,11.3,53.7,17.073101043701172,0.0,1640.00390625,8188.0,20.029358894113336
1787907089.8928216,46.2,53.7,17.074790954589844,0.0,1640.00390625,8188.0,20.029358894113336
1787907090.613931,9.7,53.7,17.072010040283203,0.0,1640.00390625,8188.0,20.029358894113336
1787907091.7471004,45.3,53.7,17.071670532226562,0.0,1640.00390625,8188.0,20.029358894113336
1787907092.610906,12.6,53.8,17.082721710205078,0.0,1640.00390625,8188.0,20.029358894113336
1787907093.732369,45.5,53.7,17.080093383789062,0.0,1640.00390625,8188.0,20.029358894113336
1787907094.408733,13.5,53.7,17.074756622314453,0.0,1640.00390625,8188.0,20.029358894113336
1787907095.547351,47.7,53.7,17.077476501464844,0.0,1640.00390625,8188.0,20.029358894113336
1787907096.3257258,10.5,53.7,17.082324981689453,0.0,1640.00390625,8188.0,20.029358894113336
