timestamp,cpu_percent,ram_percent,ram_used_gb,gpu_util,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_percent
1787904333.2023058,31.7,52.5,16.677242279052734,0.0,1634.50390625,8188.0,19.962187423668784
1787904333.5127015,50.6,51.9,16.497108459472656,0.0,1634.50390625,8188.0,19.962187423668784
1787904333.8236866,46.6,51.9,16.499141693115234,0.0,1634.50390625,8188.0,19.962187423668784
1787904334.1330712,43.7,52.5,16.672325134277344,0.0,1634.50390625,8188.0,19.962187423668784
1787904334.4430268,57.7,52.5,16.672401428222656,0.0,1634.50390625,8188.0,19.962187423668784
1787904337.9610944,22.3,52.5,16.679912567138672,0.0,1634.50390625,8188.0,19.962187423668784
1787904338.2661655,30.6,53.6,17.027481079101562,0.0,1634.50390625,8188.0,19.962187423668784
1787904338.5711267,42.2,53.6,17.03961181640625,0.0,1634.50390625,8188.0,19.962187423668784
1787904338.8798509,47.6,53.7,17.051910400390625,0.0,1634.50390625,8188.0,19.962187423668784
1787904339.1896396,51.5,53.7,17.07727813720703,0.0,1634.50390625,8188.0,19.962187423668784
1787904340.166513,48.8,53.8,17.101871490478516,0.0,1634.50390625,8188.0,19.962187423668784
1787904342.4200323,9.6,53.8,17.105030059814453,0.0,1634.50390625,8188.0,19.962187423668784
1787904342.7287567,39.1,53.8,17.10068130493164,0.0,1634.50390625,8188.0,19.962187423668784
1787904343.0367973,49.2,53.8,17.113422393798828,0.0,1634.50390625,8188.0,19.962187423668784
1787904343.3470278,44.0,53.8,17.108192443847656,0.0,1634.50390625,8188.0,19.962187423668784
1787904343.6512933,46.6,53.8,17.10824203491211,0.0,1634.50390625,8188.0,19.962187423668784
1787904344.623726,48.6,53.8,17.108016967773438,0.0,1634.50390625,8188.0,19.962187423668784
1787904346.9426486,9.4,53.8,17.107372283935547,0.0,1634.50390625,8188.0,19.962187423668784
1787904347.2469842,47.8,52.1,16.56783676147461,0.0,1634.50390625,8188.0,19.962187423668784
1787904347.5503526,43.1,52.1,16.560340881347656,0.0,1634.50390625,8188.0,19.962187423668784
1787904347.8552792,50.1,52.1,16.560142517089844,0.0,1634.50390625,8188.0,19.962187423668784
1787904349.1235058,48.4,52.1,16.556663513183594,0.0,1634.50390625,8188.0,19.962187423668784
1787904351.4745462,10.8,52.1,16.556373596191406,0.0,1634.50390625,8188.0,19.962187423668784
1787904351.7793593,40.0,54.4,17.276084899902344,0.0,1634.50390625,8188.0,19.962187423668784
1787904352.0875785,44.0,54.4,17.27832794189453,0.0,1634.50390625,8188.0,19.962187423668784
1787904352.3959193,46.0,54.4,17.277206420898438,0.0,1634.50390625,8188.0,19.962187423668784
1787904352.6993456,48.1,54.3,17.269676208496094,0.0,1634.50390625,8188.0,19.962187423668784
1787904353.6727884,43.9,54.3,17.27013397216797,0.0,1634.50390625,8188.0,19.962187423668784
1787904354.3910637,7.5,54.3,17.269515991210938,0.0,1634.50390625,8188.0,19.962187423668784
1787904354.6969228,39.8,52.7,16.7381591796875,0.0,1634.50390625,8188.0,19.962187423668784
1787904355.0031507,47.5,52.7,16.73946762084961,0.0,1634.50390625,8188.0,19.962187423668784
