timestamp,cpu_percent,ram_percent,ram_used_gb,gpu_util,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_percent
1787899417.9002066,38.9,54.2,17.218151092529297,19.0,1822.01171875,8188.0,22.252219330117246
1787899418.202676,89.2,53.7,17.052169799804688,19.0,1891.32421875,8188.0,23.09873252015144
1787899418.5062869,100.0,54.2,17.222583770751953,19.0,1891.32421875,8188.0,23.09873252015144
1787899418.8086638,100.0,54.2,17.223373413085938,17.0,1891.32421875,8188.0,23.09873252015144
1787899419.6209633,48.8,54.2,17.22930145263672,18.0,1803.82421875,8188.0,22.030095490351734
1787899419.9235692,78.9,54.2,17.224395751953125,18.0,1803.82421875,8188.0,22.030095490351734
1787899420.2274141,100.0,54.2,17.224605560302734,19.0,1803.82421875,8188.0,22.030095490351734
1787899420.7618306,73.6,54.3,17.242027282714844,19.0,1803.82421875,8188.0,22.030095490351734
1787899421.0858116,14.5,54.2,17.240703582763672,19.0,1803.82421875,8188.0,22.030095490351734
1787899421.3901966,90.9,54.2,17.229263305664062,22.0,1803.82421875,8188.0,22.030095490351734
1787899421.6922996,100.0,54.2,17.227298736572266,22.0,1803.82421875,8188.0,22.030095490351734
1787899422.1955864,75.2,54.2,17.24022674560547,19.0,1803.82421875,8188.0,22.030095490351734
1787899422.535127,13.8,54.2,17.234451293945312,19.0,1803.82421875,8188.0,22.030095490351734
1787899422.840405,93.6,54.2,17.228199005126953,20.0,1803.82421875,8188.0,22.030095490351734
1787899423.1428897,100.0,54.2,17.228378295898438,19.0,1803.82421875,8188.0,22.030095490351734
1787899423.6659632,74.7,54.2,17.23519515991211,20.0,1803.82421875,8188.0,22.030095490351734
1787899423.9922807,18.5,54.2,17.228225708007812,20.0,1803.82421875,8188.0,22.030095490351734
1787899424.294301,94.3,54.2,17.22046661376953,21.0,1803.82421875,8188.0,22.030095490351734
1787899424.5957773,100.0,54.2,17.219432830810547,21.0,1803.82421875,8188.0,22.030095490351734
1787899425.1058042,78.1,54.2,17.22952651977539,21.0,1803.82421875,8188.0,22.030095490351734
1787899425.4262385,16.7,54.2,17.221755981445312,21.0,1803.82421875,8188.0,22.030095490351734
1787899425.7290184,90.2,54.2,17.213558197021484,19.0,1803.82421875,8188.0,22.030095490351734
1787899426.0377371,100.0,54.2,17.215469360351562,19.0,1803.82421875,8188.0,22.030095490351734
1787899426.5366008,78.5,54.2,17.223365783691406,19.0,1803.82421875,8188.0,22.030095490351734
1787899426.872658,20.0,54.2,17.21454620361328,21.0,1803.82421875,8188.0,22.030095490351734
1787899427.1749303,81.6,54.2,17.214786529541016,21.0,1803.82421875,8188.0,22.030095490351734
1787899427.4773426,100.0,54.2,17.215572357177734,21.0,1803.82421875,8188.0,22.030095490351734
1787899427.9782727,79.2,54.1,17.20934295654297,20.0,1803.82421875,8188.0,22.030095490351734
1787899428.3432767,15.6,54.2,17.21544647216797,24.0,1803.82421875,8188.0,22.030095490351734
1787899428.6506274,93.4,54.2,17.21270751953125,23.0,1803.82421875,8188.0,22.030095490351734
1787899428.9548092,100.0,54.2,17.215301513671875,23.0,1801.38671875,8188.0,22.000326315950172
1787899429.4276109,75.1,54.2,17.22751235961914,18.0,1804.07421875,8188.0,22.033148739008304
1787899429.754642,11.1,54.2,17.22693634033203,18.0,1804.07421875,8188.0,22.033148739008304
1787899430.0561144,84.1,54.2,17.21222686767578,18.0,1804.07421875,8188.0,22.033148739008304
1787899430.3584673,100.0,53.6,17.043354034423828,20.0,1804.07421875,8188.0,22.033148739008304
1787899430.8614817,75.6,53.7,17.05066680908203,18.0,1804.07421875,8188.0,22.033148739008304
1787899431.1924539,14.2,53.7,17.051692962646484,22.0,1804.07421875,8188.0,22.033148739008304
1787899431.4949675,94.8,53.6,17.044078826904297,22.0,1804.07421875,8188.0,22.033148739008304
1787899431.7998385,100.0,53.6,17.0413818359375,18.0,1804.07421875,8188.0,22.033148739008304
