timestamp,cpu_percent,ram_percent,ram_used_gb,gpu_util,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_percent,cpu_freq_current_mhz,server_process_cpu_percent,server_process_rss_mb,server_process_threads
1787928013.488686,13.8,55.9,17.750717163085938,0.0,2022.109375,8188.0,24.69601093063019,2200.0,0.0,496.890625,233
1787928013.8145006,37.6,56.4,17.93337631225586,0.0,2022.109375,8188.0,24.69601093063019,1466.0,363.7,684.38671875,233
1787928014.136689,44.3,55.9,17.755123138427734,0.0,2022.109375,8188.0,24.69601093063019,2200.0,271.2,504.34375,233
1787928015.200501,31.9,55.8,17.747882843017578,0.0,2022.109375,8188.0,24.69601093063019,2200.0,146.4,497.421875,233
1787928015.523059,41.9,56.4,17.930011749267578,0.0,2022.109375,8188.0,24.69601093063019,1466.0,294.0,681.1484375,233
1787928016.3288052,32.0,56.4,17.928028106689453,0.0,2022.109375,8188.0,24.69601093063019,2200.0,133.4,681.1484375,233
1787928016.6544907,41.0,55.9,17.754329681396484,0.0,2022.109375,8188.0,24.69601093063019,1466.0,299.1,501.40234375,233
1787928017.4859354,30.2,55.9,17.750141143798828,0.0,2022.109375,8188.0,24.69601093063019,2200.0,135.2,501.40234375,233
1787928017.811609,36.7,56.4,17.93282699584961,0.0,2022.109375,8188.0,24.69601093063019,2200.0,289.5,685.12890625,233
1787928018.6517813,31.7,56.4,17.934314727783203,0.0,2022.109375,8188.0,24.69601093063019,2200.0,108.7,685.12890625,233
1787928018.971361,40.5,55.9,17.758007049560547,0.0,2022.109375,8188.0,24.69601093063019,2200.0,273.9,505.0546875,233
1787928019.7287803,27.2,55.9,17.75460433959961,0.0,2022.109375,8188.0,24.69601093063019,2200.0,116.5,501.37109375,233
1787928020.049829,35.3,56.5,17.94229507446289,0.0,2022.109375,8188.0,24.69601093063019,1466.0,403.7,688.3515625,233
1787928020.868658,34.0,56.5,17.944995880126953,0.0,2022.109375,8188.0,24.69601093063019,1466.0,110.3,688.3515625,233
1787928021.1909704,34.6,55.9,17.766315460205078,0.0,2022.109375,8188.0,24.69601093063019,2200.0,259.0,505.1796875,233
1787928021.9681947,35.9,55.9,17.780799865722656,0.0,2022.109375,8188.0,24.69601093063019,2200.0,124.4,501.44140625,233
1787928022.2905624,32.5,56.5,17.959388732910156,0.0,2022.109375,8188.0,24.69601093063019,1466.0,316.5,685.11328125,233
1787928023.0964649,29.3,56.5,17.958538055419922,0.0,2022.109375,8188.0,24.69601093063019,2200.0,138.0,685.11328125,233
1787928023.4184396,43.8,55.9,17.781097412109375,0.0,2022.109375,8188.0,24.69601093063019,1466.0,337.3,501.37109375,233
1787928024.2689788,24.9,55.9,17.781192779541016,0.0,2022.109375,8188.0,24.69601093063019,2200.0,130.4,501.37109375,233
1787928024.5927773,42.1,56.5,17.96666717529297,0.0,2022.109375,8188.0,24.69601093063019,1466.0,367.1,688.8359375,233
1787928025.4470346,28.1,56.5,17.961647033691406,0.0,2022.109375,8188.0,24.69601093063019,2200.0,121.5,688.8359375,233
1787928025.7692242,42.0,56.0,17.78783416748047,0.0,2022.109375,8188.0,24.69601093063019,1466.0,275.8,505.3046875,233
1787928026.6258743,32.1,55.9,17.779590606689453,0.0,2022.109375,8188.0,24.69601093063019,2200.0,116.4,501.37109375,233
1787928026.9482043,40.5,56.5,17.959701538085938,0.0,2022.109375,8188.0,24.69601093063019,1466.0,333.0,681.859375,233
1787928027.774504,31.4,56.5,17.95893096923828,0.0,2022.109375,8188.0,24.69601093063019,2200.0,135.7,681.859375,233
1787928028.0965152,41.5,56.0,17.786399841308594,0.0,2022.109375,8188.0,24.69601093063019,1466.0,327.7,501.87109375,233
1787928029.0168698,27.8,56.0,17.783370971679688,0.0,2022.109375,8188.0,24.69601093063019,2200.0,109.4,501.87109375,233
1787928029.3371096,38.1,56.5,17.966476440429688,0.0,2022.109375,8188.0,24.69601093063019,2200.0,399.1,681.8046875,233
1787928030.136098,29.5,56.5,17.965045928955078,0.0,2022.109375,8188.0,24.69601093063019,2200.0,126.5,681.8046875,233
1787928030.4628747,34.4,56.0,17.78948211669922,0.0,2022.109375,8188.0,24.69601093063019,1466.0,248.0,498.0625,233
1787928031.2989168,30.5,56.0,17.789897918701172,0.0,2022.109375,8188.0,24.69601093063019,2200.0,109.2,498.0625,233
1787928031.639174,42.9,56.6,17.987472534179688,0.0,2022.109375,8188.0,24.69601093063019,1466.0,297.5,681.7890625,233
1787928032.4508505,36.3,56.7,18.02276611328125,0.0,2022.109375,8188.0,24.69601093063019,2200.0,90.3,681.7890625,233
1787928032.7773829,39.4,56.2,17.848129272460938,0.0,2022.109375,8188.0,24.69601093063019,2200.0,291.2,501.80078125,233
1787928033.6382513,29.7,56.2,17.845279693603516,0.0,2022.109375,8188.0,24.69601093063019,2200.0,91.5,501.80078125,233
1787928033.9598675,47.0,56.7,18.027713775634766,0.0,2022.109375,8188.0,24.69601093063019,1466.0,339.6,685.52734375,233
1787928034.9016492,29.2,56.7,18.029678344726562,0.0,2022.109375,8188.0,24.69601093063019,2200.0,97.1,685.52734375,233
1787928035.2265637,47.0,56.2,17.8543701171875,0.0,2022.109375,8188.0,24.69601093063019,1466.0,266.4,505.5390625,233
