timestamp,cpu_percent,ram_percent,ram_used_gb,gpu_util,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_percent,cpu_freq_current_mhz,server_process_cpu_percent,server_process_rss_mb,server_process_threads
1787927922.560968,13.4,56.9,18.09389877319336,0.0,2022.109375,8188.0,24.69601093063019,2200.0,0.0,685.0078125,232
1787927922.8811293,34.7,56.4,17.919986724853516,0.0,2022.109375,8188.0,24.69601093063019,1466.0,385.0,501.34375,232
1787927923.202403,47.8,56.9,18.09592056274414,0.0,2022.109375,8188.0,24.69601093063019,1466.0,333.5,685.1328125,232
1787927923.536833,47.3,56.9,18.095226287841797,1.0,2022.109375,8188.0,24.69601093063019,1466.0,317.5,685.0078125,232
1787927924.2814105,21.4,56.9,18.096385955810547,1.0,2022.109375,8188.0,24.69601093063019,2200.0,92.0,685.0078125,232
1787927924.6048548,43.4,56.4,17.918182373046875,1.0,2022.109375,8188.0,24.69601093063019,1466.0,282.4,501.34375,232
1787927925.4489198,32.1,56.4,17.91573715209961,1.0,2022.109375,8188.0,24.69601093063019,2200.0,119.1,501.34375,232
1787927925.7738717,38.8,57.0,18.100482940673828,0.0,2022.109375,8188.0,24.69601093063019,2200.0,323.2,688.74609375,232
1787927926.6820037,31.6,56.9,18.089263916015625,1.0,2022.109375,8188.0,24.69601093063019,2200.0,136.7,685.0078125,232
1787927927.004454,32.7,56.4,17.910869598388672,0.0,2022.109375,8188.0,24.69601093063019,1466.0,281.8,501.3359375,232
1787927927.82446,30.0,56.3,17.90746307373047,0.0,2022.109375,8188.0,24.69601093063019,1466.0,134.8,501.3359375,232
1787927928.1442647,37.2,56.9,18.08803939819336,0.0,2022.109375,8188.0,24.69601093063019,2200.0,310.2,685.0625,232
1787927928.9673808,24.6,56.9,18.087379455566406,0.0,2022.109375,8188.0,24.69601093063019,1466.0,95.9,685.0625,232
1787927929.2898457,45.6,56.3,17.90560531616211,0.0,2022.109375,8188.0,24.69601093063019,1466.0,309.8,497.59765625,232
1787927930.0406258,29.7,56.3,17.904991149902344,0.0,2022.109375,8188.0,24.69601093063019,2200.0,128.3,497.59765625,232
1787927930.3622365,47.8,56.9,18.086261749267578,0.0,2022.109375,8188.0,24.69601093063019,1466.0,343.1,681.33203125,232
1787927931.2088065,27.9,56.9,18.085227966308594,0.0,2022.109375,8188.0,24.69601093063019,1466.0,108.6,681.33203125,232
1787927931.5289283,42.5,56.3,17.905906677246094,0.0,2022.109375,8188.0,24.69601093063019,2200.0,309.0,501.28125,232
1787927932.3291678,32.3,56.3,17.907848358154297,0.0,2022.109375,8188.0,24.69601093063019,2200.0,146.1,501.28125,232
1787927932.669436,38.4,56.9,18.087154388427734,0.0,2022.109375,8188.0,24.69601093063019,1466.0,338.3,681.32421875,232
1787927933.4615607,29.6,56.9,18.086002349853516,0.0,2022.109375,8188.0,24.69601093063019,1466.0,107.3,681.32421875,232
1787927933.7835817,39.2,56.3,17.907325744628906,0.0,2022.109375,8188.0,24.69601093063019,1466.0,348.9,497.66015625,232
1787927934.6102815,27.9,56.3,17.907161712646484,0.0,2022.109375,8188.0,24.69601093063019,2200.0,130.0,497.66015625,232
1787927934.9315324,41.5,56.9,18.08536148071289,0.0,2022.109375,8188.0,24.69601093063019,1466.0,353.1,681.44921875,232
1787927935.7411864,32.4,56.9,18.08856964111328,0.0,2022.109375,8188.0,24.69601093063019,1466.0,130.9,681.44921875,232
1787927936.0641577,42.6,56.4,17.91466522216797,0.0,2022.109375,8188.0,24.69601093063019,1466.0,308.1,501.4609375,232
1787927936.9211428,29.1,56.4,17.91027069091797,0.0,2022.109375,8188.0,24.69601093063019,2200.0,132.6,501.4609375,232
1787927937.243978,37.2,56.9,18.09600830078125,0.0,2022.109375,8188.0,24.69601093063019,1466.0,335.9,685.4375,232
1787927938.051117,30.8,56.9,18.094276428222656,0.0,2022.109375,8188.0,24.69601093063019,2200.0,111.7,685.4375,232
1787927938.372936,39.4,56.4,17.911972045898438,0.0,2022.109375,8188.0,24.69601093063019,2200.0,295.0,497.83984375,232
1787927939.2189999,30.5,56.4,17.91112518310547,0.0,2022.109375,8188.0,24.69601093063019,2200.0,139.8,497.83984375,232
1787927939.5410428,38.9,56.9,18.091510772705078,0.0,2022.109375,8188.0,24.69601093063019,2200.0,323.0,685.1875,232
1787927940.366085,25.5,57.0,18.100360870361328,0.0,2022.109375,8188.0,24.69601093063019,1466.0,113.4,685.1875,232
1787927940.6877992,47.5,56.4,17.92025375366211,0.0,2022.109375,8188.0,24.69601093063019,2200.0,288.1,497.77734375,232
1787927941.516423,27.4,56.4,17.914413452148438,0.0,2022.109375,8188.0,24.69601093063019,1466.0,145.0,497.77734375,232
1787927941.836735,44.6,56.9,18.098194122314453,0.0,2022.109375,8188.0,24.69601093063019,2200.0,302.6,681.50390625,232
1787927942.6787872,28.7,56.9,18.09689712524414,0.0,2022.109375,8188.0,24.69601093063019,1466.0,135.3,681.50390625,232
1787927943.0025957,44.3,56.4,17.92059326171875,0.0,2022.109375,8188.0,24.69601093063019,1466.0,252.3,497.78515625,232
1787927943.8264055,28.4,56.4,17.92029571533203,0.0,2022.109375,8188.0,24.69601093063019,1466.0,149.5,497.72265625,232
1787927944.1507208,38.4,57.0,18.102642059326172,0.0,2022.109375,8188.0,24.69601093063019,1466.0,363.7,681.44140625,232
