condition,cv,policy,n_prefill,service_scale,transfer_scale,seed,n_completed,n_arrivals,ttft_p50,ttft_p95,ttft_p99,qfrac_p99,qfrac_p95,attainment_p95_slo,throughput,max_pair_share
D,2,affine,1,1.0,1.0,2,5000,5000,0.25495549309080445,1.4729169539223104,2.105170755759783,0.939915669928145,0.8948481168263256,1.0,2.881025142577921,0.546
D,2,affine,1,1.0,1.0,3,5000,5000,0.27728920914478294,1.4952119257108338,2.079268205442204,0.9429180482861713,0.897123694523433,1.0,3.126202526122318,0.5658
D,2,affine,1,1.0,1.0,4,5000,5000,0.24453085485237125,1.3719732404200047,2.005475512995307,0.9317189852748995,0.8741716925900005,0.9994,2.8933636055863015,0.5574
D,2,affine,1,1.0,1.0,5,5000,5000,0.2693234172198231,1.5684662010632682,2.214646203521322,0.9391740345741998,0.8984546522582443,1.0,3.0616361192421286,0.5624
D,2,affine,1,1.0,1.4,1,5000,5000,0.2539029765563896,1.4073508952501075,2.152505100124591,0.9357609153694745,0.8848778984414045,0.9998,2.8881719279560367,0.5596
D,2,affine,1,1.0,1.4,2,5000,5000,0.259021063358432,1.4779042390347108,2.107328823588124,0.93882217270203,0.8911064722144204,1.0,2.881025142577921,0.546
D,2,affine,1,1.0,1.4,3,5000,5000,0.28053071348767844,1.498450520059737,2.0842846725704924,0.9413094800673495,0.8945728657122352,1.0,3.126202526122318,0.5658
D,2,affine,1,1.0,1.4,4,5000,5000,0.2476723086989523,1.3755898174717942,2.0090539326039085,0.9298628662401254,0.8709811930539969,0.9994,2.8933636055863015,0.5574
D,2,affine,1,1.0,1.4,5,5000,5000,0.27304525876888874,1.5709843425936816,2.2176440723876016,0.9366913966636694,0.8957537100939572,1.0,3.0616361192421286,0.5624
D,2,affine,1,2.0,0.7,1,5000,5000,1.6932087320635674,8.228787380383535,11.29820671501585,0.9828613086052911,0.9702344862918648,0.8076,2.889577506398364,0.511
D,2,affine,1,2.0,0.7,2,5000,5000,1.7412242850291477,6.833757109787294,11.329043049472517,0.9812256270463814,0.9667753218974734,0.805,2.881025142577921,0.5602
D,2,affine,1,2.0,0.7,3,5000,5000,2.1500934477801934,7.415672380508423,9.093146571438863,0.9805060709759332,0.9702639867678573,0.7324,3.1296354760292004,0.5558
D,2,affine,1,2.0,0.7,4,5000,5000,1.622201195418441,7.545704637355978,17.493086675979598,0.9874187888352715,0.9658297268116192,0.8386,2.8933636055863015,0.5056
D,2,affine,1,2.0,0.7,5,5000,5000,2.231291931157614,7.613174548843598,9.562380522549637,0.9812446734403695,0.9704622303754193,0.7212,3.0616361192421286,0.5046
D,2,affine,1,2.0,1.0,1,5000,5000,1.695787498562595,8.230221393052584,11.301320363310762,0.9826884944304025,0.9697811305762692,0.8074,2.889577506398364,0.511
D,2,affine,1,2.0,1.0,2,5000,5000,1.7436845357981383,6.835270329011463,11.330189958649735,0.9806363650568057,0.9663137262907987,0.805,2.881025142577921,0.5602
D,2,affine,1,2.0,1.0,3,5000,5000,2.1519340368973303,7.4172183299686205,9.096830492506461,0.9803151013750241,0.9698580118486977,0.7316,3.1296354760292004,0.5558
D,2,affine,1,2.0,1.0,4,5000,5000,1.625418237086592,7.548499808993901,17.494701658148458,0.9872194310226899,0.9653704871995652,0.8382,2.8933636055863015,0.5056
D,2,affine,1,2.0,1.0,5,5000,5000,2.2336543025423623,7.614488471508231,9.562869734284652,0.980874010264101,0.9700367579013524,0.7208,3.0616361192421286,0.5046
D,2,affine,1,2.0,1.4,1,5000,5000,1.6985100442612833,8.23235629437303,11.30512080278103,0.9824722145002588,0.9693411261536503,0.8074,2.889577506398364,0.511
D,2,affine,1,2.0,1.4,2,5000,5000,1.7467764310108578,6.837287954643709,11.331862083265044,0.9802409075054522,0.9657461833163887,0.8048,2.881025142577921,0.5602
D,2,affine,1,2.0,1.4,3,5000,5000,2.15489953073606,7.419279595915553,9.102125929858486,0.9800582421497195,0.9694191745909262,0.731,3.1296354760292004,0.5558
D,2,affine,1,2.0,1.4,4,5000,5000,1.6282013748150348,7.552225083613299,17.496854967706863,0.9867490334277609,0.9648582858627163,0.8378,2.8933636055863015,0.5056
D,2,affine,1,2.0,1.4,5,5000,5000,2.237140992589957,7.616240368394297,9.563522016597897,0.9805499958616452,0.9694992626179526,0.7206,3.0616361192421286,0.5046
E,3,affine,2,0.5,0.7,1,5000,5000,0.08670827189104102,0.5163090607075875,0.670673701526687,0.8710365168113874,0.691943479665119,1.0,2.842384040532689,0.5702
E,3,affine,2,0.5,0.7,2,5000,5000,0.08825410367370523,0.5162939906547991,0.6705549560203918,0.841228491090913,0.6680656602853742,1.0,2.7014289916371568,0.5752
E,3,affine,2,0.5,0.7,3,5000,5000,0.08953161812564758,0.521946290379265,0.6703467224780165,0.833281859896184,0.6894830141789595,1.0,2.95502668724253,0.509
E,3,affine,2,0.5,0.7,4,5000,5000,0.08514419209532775,0.50903028212216,0.6565742048058623,0.814293984624703,0.6451575599472851,1.0,2.814400288006337,0.5116
E,3,affine,2,0.5,0.7,5,5000,5000,0.0884418847698214,0.50315470217913,0.6599398044768238,0.8357043523007645,0.6848754251730907,1.0,3.051612132413898,0.5628
E,3,affine,2,0.5,1.0,1,5000,5000,0.08964978729980544,0.5199184437760779,0.6723910021809608,0.864975941420611,0.682590270098047,1.0,2.842384040532689,0.5702
E,3,affine,2,0.5,1.0,2,5000,5000,0.09141307373661789,0.5195227060423306,0.672639390367678,0.8319517619664064,0.6611687922434003,1.0,2.7014289916371568,0.5752
E,3,affine,2,0.5,1.0,3,5000,5000,0.09235251731530525,0.5252010966956505,0.672711997615734,0.8281351300454849,0.6803041923222759,1.0,2.95502668724253,0.509
E,3,affine,2,0.5,1.0,4,5000,5000,0.08785353712409005,0.5113938085254972,0.658803736352063,0.8076970032782667,0.6351113054621381,1.0,2.814400288006337,0.5116
E,3,affine,2,0.5,1.0,5,5000,5000,0.09116349595791462,0.5048297633518419,0.6625926113315758,0.8288473998064146,0.6773109978241645,1.0,3.051612132413898,0.5628
E,3,affine,2,0.5,1.4,1,5000,5000,0.09302166205611684,0.5230401019536716,0.674680736386688,0.857056128956948,0.6753622214857052,1.0,2.842384040532689,0.5702
E,3,affine,2,0.5,1.4,2,5000,5000,0.09565879184107473,0.5234530403943055,0.6753197946055014,0.8243405586118072,0.6514235317110919,1.0,2.7014289916371568,0.5752
E,3,affine,2,0.5,1.4,3,5000,5000,0.09691495084905455,0.5283883863230245,0.676405221088233,0.8196955011978415,0.6698491892645655,1.0,2.95502668724253,0.509
E,3,affine,2,0.5,1.4,4,5000,5000,0.0920984924774757,0.514702864798528,0.6615945395244757,0.8008185006328492,0.6263807754904217,1.0,2.814400288006337,0.5116
E,3,affine,2,0.5,1.4,5,5000,5000,0.09514663397823142,0.5084470108069183,0.667205078108812,0.8210828544959412,0.6657878961313977,1.0,3.051612132413898,0.5628
E,3,affine,2,1.0,0.7,1,5000,5000,0.19504689563294164,1.1264540350353223,1.4989849954974,0.9042777133494765,0.790539713655931,1.0,2.842384040532689,0.5408
E,3,affine,2,1.0,0.7,2,5000,5000,0.1950754558575909,1.083550396769119,1.425132077068038,0.8849564049362659,0.7678913734558506,1.0,2.7014289916371568,0.5396
E,3,affine,2,1.0,0.7,3,5000,5000,0.19655482812621017,1.1044326506945654,1.4622724658454835,0.8953183186702901,0.7921136383949835,1.0,2.95502668724253,0.5002
E,3,affine,2,1.0,0.7,4,5000,5000,0.19365074613187971,1.058652465229875,1.406334418501151,0.8652437379077538,0.7458047227194805,1.0,2.814400288006337,0.506
E,3,affine,2,1.0,0.7,5,5000,5000,0.19913615755211822,1.0917429145987347,1.436509210165456,0.9008603095444562,0.8061877127743466,1.0,3.051612132413898,0.5336
E,3,affine,2,1.0,1.0,1,5000,5000,0.19745032696928888,1.128925794917999,1.5006538880724714,0.9025353392836579,0.7873704671606693,1.0,2.842384040532689,0.5408
E,3,affine,2,1.0,1.0,2,5000,5000,0.19728514361250404,1.0865794274414442,1.42657841281499,0.8823384039513258,0.7645755776913724,1.0,2.7014289916371568,0.5396
E,3,affine,2,1.0,1.0,3,5000,5000,0.19945287463161776,1.1069310368963043,1.4637640440257753,0.8919650618640643,0.7889068643523486,1.0,2.95502668724253,0.5002
E,3,affine,2,1.0,1.0,4,5000,5000,0.1953141640300089,1.0621164676097805,1.4080164576562901,0.8615304770945513,0.740574818241423,1.0,2.814400288006337,0.506
E,3,affine,2,1.0,1.0,5,5000,5000,0.20204782901646468,1.0929787231462582,1.4387828280807518,0.8985435563717161,0.8038682586700236,1.0,3.051612132413898,0.5336
E,3,affine,2,1.0,1.4,1,5000,5000,0.20070650335617302,1.1316681555170138,1.505359241388844,0.8989969948772742,0.7833830967490175,1.0,2.842384040532689,0.5408
E,3,affine,2,1.0,1.4,2,5000,5000,0.20053157252527853,1.0877533228609537,1.4299793359346213,0.8800021027542447,0.7603710315350503,1.0,2.7014289916371568,0.5396
E,3,affine,2,1.0,1.4,3,5000,5000,0.2031503426613881,1.1106273166556409,1.4657528149331311,0.8887188083674943,0.7855314298679457,1.0,2.95502668724253,0.5002
E,3,affine,2,1.0,1.4,4,5000,5000,0.19804739886046718,1.064688456064124,1.409919007629784,0.857709831254423,0.7350774109847475,1.0,2.814400288006337,0.506
E,3,affine,2,1.0,1.4,5,5000,5000,0.20539053412304042,1.0967651193703871,1.4432496714423566,0.8953961126848199,0.7997591123638549,1.0,3.051612132413898,0.5336
E,3,affine,2,2.0,0.7,1,5000,5000,0.5246539661405762,2.664395400563217,3.8706333543223455,0.9386189069565223,0.8879162857938069,0.9922,2.842384040532689,0.5214
E,3,affine,2,2.0,0.7,2,5000,5000,0.5452352556458209,2.6786800054879336,3.734911986463838,0.9327814221154888,0.8867188620794452,0.9944,2.7014289916371568,0.5994
E,3,affine,2,2.0,0.7,3,5000,5000,0.6001169952853402,2.7839975243739508,4.0819733145310675,0.9408548447763129,0.8897642613164013,0.9882,2.9563017584221014,0.5866
E,3,affine,2,2.0,0.7,4,5000,5000,0.4968649476180431,2.517886605072091,3.700862921005694,0.9258337862273939,0.864723313635777,0.9924,2.816476907450663,0.5142
E,3,affine,2,2.0,0.7,5,5000,5000,0.609554561902371,2.8808023845695887,4.075162607189241,0.9425063549877397,0.8989803297188497,0.989,3.0536289902816223,0.5646
E,3,affine,2,2.0,1.0,1,5000,5000,0.5268501221838164,2.6652822298324965,3.8719708396607406,0.9375691695159101,0.8870313113949286,0.9922,2.842384040532689,0.5214
E,3,affine,2,2.0,1.0,2,5000,5000,0.5484059258316165,2.6810941745621903,3.7369119424113624,0.9323580683121264,0.885449102674923,0.9944,2.7014289916371568,0.5994
E,3,affine,2,2.0,1.0,3,5000,5000,0.6030532936031818,2.786354167868408,4.083598136880825,0.9398464649875823,0.8884514197091908,0.9882,2.9563017584221014,0.5866
E,3,affine,2,2.0,1.0,4,5000,5000,0.4991536682720721,2.5200833566485152,3.703127217090609,0.9252488824741545,0.8636319872860575,0.9924,2.816476907450663,0.5142
E,3,affine,2,2.0,1.0,5,5000,5000,0.6130784296805132,2.8845201789354777,4.076879343029305,0.9413214041250204,0.898111155800914,0.989,3.0536289902816223,0.5646
E,3,affine,2,2.0,1.4,1,5000,5000,0.5304366661883932,2.667178931787868,3.8744363401780135,0.9362865685188542,0.88478412521536,0.9922,2.842384040532689,0.5214
E,3,affine,2,2.0,1.4,2,5000,5000,0.5514933379122056,2.684053590064161,3.7395785503413568,0.9310391970936832,0.8839160235944697,0.9944,2.7014289916371568,0.5994
E,3,affine,2,2.0,1.4,3,5000,5000,0.6079676170219273,2.7903362295923615,4.086219214547711,0.9386043333966892,0.8874795959831513,0.988,2.9563017584221014,0.5866
E,3,affine,2,2.0,1.4,4,5000,5000,0.5029507562799154,2.5232833575537676,3.7061462785373123,0.9244784297247625,0.862333978914984,0.9924,2.816476907450663,0.5142
E,3,affine,2,2.0,1.4,5,5000,5000,0.616185119348188,2.889301344636634,4.079168324149542,0.940415657961147,0.8966956803899758,0.989,3.0536289902816223,0.5646
