run_id,policy,p_hot,load_frac,lam,budget_level,gamma,c,rep,trace_seed,warm_hot_count,t_warm,gate_waits,n_steady,hit_rate,agg_mean_ttft,hot_p99_ttft,hot_mean_ttft,cold_p99_ttft,cold_mean_ttft,hot_p95_ttft,cold_p95_ttft,hot_p99_wait,cold_p99_wait,hot_attainment,cold_attainment,fi,node_util_0,node_util_1,node_util_2,node_util_3,hot_node_id,hot_node_util,overload_any,cache_tokens_0,evictions_0,cache_tokens_1,evictions_1,cache_tokens_2,evictions_2,cache_tokens_3,evictions_3,sanity_flag,ts_utc
e1_B_p0.8_l0.80_L1_g1.0_r01,B,0.8,0.8,2.0,L1,1.0,32,1,1001,200,109.43180157975192,0,9756,0.3961748969133426,0.6084236802329602,0.7083559451008119,0.5045469257799221,1.200649313238796,1.0035235956193314,0.5595703125,1.05810546875,0.2038601890538673,0.1932066677888546,1.0,1.0,1.0,0.2970003158296628,0.299386341079322,0.2956162086388966,0.2943715355366639,1,0.299386341079322,False,8076.0,2513,7053.0,2509,7267.0,2480,7302.0,2477,True,2026-08-27T14:59:59.257107+00:00
e1_B_p0.9_l0.80_L2_g0.5_r03,B,0.9,0.8,3.555555555555556,L2,0.5,32,3,1003,200,67.21161629354445,0,9775,0.4520446251283541,0.274999171859929,0.3001158226714439,0.2508893147196335,0.5793690503340165,0.5002796359327428,0.2790441037414098,0.529248046875,0.0446719032269582,0.0932643330564153,1.0,1.0,1.0,0.2444997480964398,0.2458679778536523,0.2369382293387472,0.2439101298740566,1,0.2458679778536523,False,3137.0,2514,3168.0,2533,3985.0,2440,3165.0,2505,False,2026-08-27T15:01:05.227906+00:00
e1_A_p0.8_l0.50_L1_g0.5_r01,A,0.8,0.5,2.5,L1,0.5,32,1,1001,200,87.76799784675215,0,9756,0.3961748969133426,0.4072259077561268,1.0917061114549698,0.3830241989375311,0.530517578125,0.4992781975757487,0.7835352218113257,0.527587890625,0.842270822155843,0.0,1.0,1.0,1.0,0.5199243160244175,0.0753201397310211,0.073316573197701,0.0729916356076617,0,0.5199243160244175,False,7393.0,8191,7869.0,610,8026.0,591,8021.0,591,False,2026-08-27T15:01:13.989454+00:00
e1_A_p0.8_l0.50_L1_g0.5_r02,A,0.8,0.5,2.5,L1,0.5,32,2,1002,200,92.87202344724707,0,9757,0.4043226995580863,0.4142237205764644,1.1530262510448073,0.3938786133511298,0.530517578125,0.5001458570329229,0.8144463209723652,0.5283203125,0.9019232428912984,0.0,1.0,1.0,1.0,0.5351631683262696,0.0738781829901246,0.0644239216903264,0.0701475825853394,0,0.5351631683262696,False,7871.0,8329,6208.0,589,6337.0,509,6414.0,557,False,2026-08-27T15:01:14.450247+00:00
e1_A_p0.8_l0.50_L1_g0.5_r03,A,0.8,0.5,2.5,L1,0.5,32,3,1003,200,106.06152849160124,0,9746,0.4006963464475505,0.4146316519348402,1.1732159990565116,0.3935359672828774,0.531005859375,0.4994054536979287,0.8138958682272687,0.5283203125,0.9182758745779876,0.0,1.0,1.0,1.0,0.5309729056498271,0.0736756044698658,0.0721893201417878,0.0697225691149143,0,0.5309729056498271,False,7333.0,8261,6361.0,590,8011.0,582,6409.0,551,False,2026-08-27T15:01:14.907607+00:00
e1_A_p0.8_l0.50_L1_g0.5_r04,A,0.8,0.5,2.5,L1,0.5,32,4,1004,200,95.15900387477596,0,9760,0.3978944960316112,0.4072115021154839,1.1240934054374463,0.3835330553487937,0.5307861328125,0.4996062047425137,0.7805746786826373,0.52783203125,0.87045050208885,0.0,0.9996138499163342,1.0,0.9996138499163342,0.5261523742857974,0.0724411961240134,0.0712476271109062,0.076765701186786,0,0.5261523742857974,False,7076.0,8223,6225.0,580,6262.0,570,6189.0,612,False,2026-08-27T15:01:15.382130+00:00
e1_A_p0.8_l0.50_L1_g0.5_r05,A,0.8,0.5,2.5,L1,0.5,32,5,1005,200,117.85384916770757,0,9726,0.3999170897518503,0.4128981980162378,1.221143362326444,0.3909975496619797,0.53076171875,0.5002312449919871,0.8050342325620647,0.528564453125,0.9729957056999295,0.0,0.9997427983539094,1.0,0.9997427983539094,0.5257487244940554,0.0739789284124267,0.0711758312999921,0.0699120306249631,0,0.5257487244940554,False,7306.0,8240,8095.0,604,8047.0,568,7943.0,570,False,2026-08-27T15:01:16.137435+00:00
e1_A_p0.8_l0.50_L1_g0.5_r06,A,0.8,0.5,2.5,L1,0.5,32,6,1006,200,94.7942974316187,0,9741,0.4022802342777846,0.4147341120926909,1.1562856609253611,0.3939943051268608,0.53076171875,0.5002122124108518,0.8235409067591944,0.527587890625,0.9039615734902596,0.0,1.0,1.0,1.0,0.5294681524268534,0.0733879311412432,0.0693074567780592,0.0702915562686328,0,0.5294681524268534,False,7189.0,8271,6275.0,587,8131.0,551,8054.0,574,False,2026-08-27T15:01:17.271248+00:00
e1_A_p0.8_l0.50_L1_g0.5_r07,A,0.8,0.5,2.5,L1,0.5,32,7,1007,200,101.49959239003115,0,9754,0.399514541142478,0.4135159667230964,1.0824657387389554,0.3918117737686283,0.53076171875,0.4998784905005742,0.7989454275812703,0.5283203125,0.8330563716173635,0.0,1.0,1.0,1.0,0.5374409776574978,0.0782454352943457,0.0705667392830813,0.0719943411235765,0,0.5374409776574978,False,7102.0,8250,8185.0,612,8177.0,555,7894.0,565,False,2026-08-27T15:01:18.424874+00:00
e1_A_p0.8_l0.50_L1_g0.5_r08,A,0.8,0.5,2.5,L1,0.5,32,8,1008,200,94.34162546232965,0,9751,0.4011035719694561,0.4201071756909403,1.1261990192855598,0.400403568513405,0.53095458984375,0.5003670823469882,0.83084314222649,0.528076171875,0.8703287115629792,0.0,1.0,1.0,1.0,0.5404145586143835,0.0732648692058954,0.0670182928231211,0.0741916522877066,0,0.5404145586143835,False,8134.0,8292,8034.0,581,8140.0,528,6206.0,581,False,2026-08-27T15:01:19.586923+00:00
e1_A_p0.8_l0.50_L1_g0.5_r09,A,0.8,0.5,2.5,L1,0.5,32,9,1009,200,90.53886984002813,0,9757,0.4033445550842302,0.4201682717652588,1.2256907270101784,0.4010294754732426,0.531005859375,0.4998322455373701,0.8476143594800302,0.5283203125,0.9761973250864596,0.0,0.9994915469683489,1.0,0.9994915469683489,0.5372139156892085,0.0684901371891372,0.0703918174988785,0.0723858276317634,0,0.5372139156892085,False,8113.0,8310,6311.0,544,6109.0,561,6110.0,570,False,2026-08-27T15:01:20.754950+00:00
