run_id,policy,p_hot,load_frac,lam,budget_level,gamma,c,rep,trace_seed,warm_hot_count,t_warm,gate_waits,n_steady,hit_rate,agg_mean_ttft,hot_p99_ttft,hot_mean_ttft,cold_p99_ttft,cold_mean_ttft,hot_p95_ttft,cold_p95_ttft,hot_p99_wait,cold_p99_wait,hot_attainment,cold_attainment,fi,node_util_0,node_util_1,node_util_2,node_util_3,hot_node_id,hot_node_util,overload_any,cache_tokens_0,evictions_0,cache_tokens_1,evictions_1,cache_tokens_2,evictions_2,cache_tokens_3,evictions_3,variant,replication_active,replication_kv_extra,total_input_tokens,replication_tokens,replication_share
e3_A_p0.7_c016_l0.50_L1_g1.0_s256_r07,A,0.7,0.5,5.714285714285714,L1,1.0,16,7,1007,200,50.51030675470249,6,9726,0.4753060133154864,0.656062744184449,1.5482971228322493,0.48988575975978366,1.6451359738091493,1.0458669604870952,1.2207887409923117,1.3540497866751162,1.4221290984100505,0.6269940569376012,0.9994134037248863,0.999656002751978,0.999757317490793,0.7613697670118675,0.48709896121122626,0.48971645575387,0.4952737935673175,0,0.7613697670118675,False,6705.0,7441,8154.0,837,6203.0,847,7980.0,848,s256,False,0,,0,0.0
e3_A_p0.7_c016_l0.50_L1_g1.0_s256_r08,A,0.7,0.5,5.714285714285714,L1,1.0,16,8,1008,200,46.14570747765984,13,9714,0.4736091476833095,0.65469812676815,1.5505821723717916,0.48348250932834486,1.696568068965973,1.05306761474282,1.2031574668451297,1.4030486962691808,1.416335002320766,0.6871939656352025,0.9991168678245511,0.998972602739726,0.9998556073974216,0.7585476973768588,0.48212035643084683,0.4979780155377614,0.49707044419864127,0,0.7585476973768588,False,6814.0,7414,7937.0,829,7752.0,860,6283.0,863,s256,False,0,,0,0.0
e3_A_p0.7_c016_l0.50_L1_g1.0_s256_r09,A,0.7,0.5,5.714285714285714,L1,1.0,16,9,1009,200,45.71523942926567,11,9717,0.4786398322010035,0.6535910943095825,1.569327278417757,0.48677884356540285,1.705456020436884,1.050379205346068,1.2359648500203093,1.3873691815650204,1.4283084093693625,0.7116407427867557,0.9985382254056424,0.9972183588317107,0.9986782012542429,0.7581459377807414,0.48391914190638896,0.47904116861083756,0.47747298462541315,0,0.7581459377807414,False,6831.0,7468,8049.0,837,8132.0,836,6212.0,829,s256,False,0,,0,0.0
e3_A_p0.7_c016_l0.50_L1_g1.0_s256_r10,A,0.7,0.5,5.714285714285714,L1,1.0,16,10,1010,200,57.19267222843784,17,9692,0.4850468280682952,0.6216389509297929,1.4280188172688075,0.4517961245549341,1.6842076117889517,1.0399049752963172,1.1627610227546938,1.3111392214456143,1.3206868695550338,0.6914285189029568,0.9997098505730451,0.998570918185066,0.9988607370555305,0.7471729929931618,0.47639656829881755,0.4815676276180501,0.48166099437210724,0,0.7471729929931618,False,8032.0,7482,8137.0,824,6257.0,833,6107.0,829,s256,False,0,,0,0.0
e3_B_p0.7_c016_l0.50_L1_g1.0_s256_r01,B,0.7,0.5,5.714285714285714,L1,1.0,16,1,1001,200,45.95793959200974,0,9716,0.4658974496601304,0.4577853837682494,0.8850928755154018,0.18520161248660608,1.8206156619100977,1.064784449342284,0.5757246861091511,1.4553057258821127,0.7534735147661059,0.8142912216121442,1.0,0.9950182663566921,0.9950182663566921,0.5541234351568514,0.5539038388110417,0.5603743100595521,0.5532633965120157,2,0.5603743100595521,False,7724.0,2531,7761.0,2425,8009.0,2494,7927.0,2518,s256,False,0,,0,0.0
e3_B_p0.7_c016_l0.50_L1_g1.0_s256_r02,B,0.7,0.5,5.714285714285714,L1,1.0,16,2,1002,200,45.225822709294874,0,9732,0.4804679867388106,0.43072463195407207,0.830218653142038,0.17522873104240133,1.6235850098172444,1.0455423844104026,0.4828586383238683,1.3378726499853655,0.7023623160823765,0.6261250697003747,1.0,0.9992999649982499,0.9992999649982499,0.5470568526930845,0.5413409407430401,0.5503171792323612,0.5413026562932493,2,0.5503171792323612,False,6690.0,2500,7808.0,2469,6843.0,2458,8057.0,2543,s256,False,0,,0,0.0
e3_B_p0.7_c016_l0.50_L1_g1.0_s256_r04,B,0.7,0.5,5.714285714285714,L1,1.0,16,4,1004,200,47.30251565126525,1,9729,0.4693959443519824,0.44681696560439305,0.9067043867675417,0.1791606545971397,1.7376427623108064,1.0553478180525795,0.5043014647465494,1.3947293613784437,0.7599824268952351,0.7145733542747761,1.0,0.9976446837146703,0.9976446837146703,0.5588105916218646,0.558321283147425,0.55093063392787,0.5567075630281308,0,0.5588105916218646,False,7843.0,2529,6698.0,2465,7669.0,2529,8102.0,2440,s256,False,0,,0,0.0
e3_B_p0.7_c016_l0.50_L1_g1.0_s256_r03,B,0.7,0.5,5.714285714285714,L1,1.0,16,3,1003,200,50.053326119361344,0,9724,0.47798663851769113,0.4352174370934891,0.8471404961002094,0.1757381975859834,1.6785380145391209,1.0506258969517897,0.5114713924261702,1.3577350457339548,0.7325585876222073,0.6926140329852014,1.0,0.9986130374479889,0.9986130374479889,0.5480842120208297,0.5441666668971554,0.5430778084401338,0.5524856942365136,3,0.5524856942365136,False,7277.0,2528,7427.0,2461,7881.0,2482,8119.0,2495,s256,False,0,,0,0.0
e3_B_p0.7_c016_l0.50_L1_g1.0_s256_r05,B,0.7,0.5,5.714285714285714,L1,1.0,16,5,1005,200,57.924957508680464,0,9687,0.4714042704916613,0.44002886264116214,0.881795544099699,0.17365620067085447,1.7302814408540235,1.0522234381602553,0.47154910888701157,1.3930772006126062,0.7467384663124416,0.7135296675956729,1.0,0.9979570990806946,0.9979570990806946,0.5533956413566286,0.5552059995255961,0.5446010222828964,0.5517489711268428,1,0.5552059995255961,False,7475.0,2454,8020.0,2521,7169.0,2407,7258.0,2585,s256,False,0,,0,0.0
e3_B_p0.7_c016_l0.50_L1_g1.0_s256_r06,B,0.7,0.5,5.714285714285714,L1,1.0,16,6,1006,200,49.30680389131089,0,9706,0.4876050088298839,0.42259503001928966,0.8369397684306022,0.17179055923115608,1.7108791251919797,1.0487027326712228,0.47247122542807163,1.3544739830802257,0.7059291674018687,0.6979956233459177,1.0,0.9985590778097982,0.9985590778097982,0.5286058985329801,0.5490293622728692,0.5254007080003645,0.5290121490310393,1,0.5490293622728692,False,6635.0,2448,6734.0,2430,8173.0,2545,6454.0,2539,s256,False,0,,0,0.0
e3_C_p0.7_c016_l0.80_L2_g1.0_base_r10,C,0.7,0.8,2.285714285714286,L2,1.0,16,10,1010,200,140.84586347875484,45,9696,0.35566306007708176,1.4994366861455626,6.571175771388298,1.6977287810919401,1.3553507133729954,1.0108262614063102,4.1447926737833765,1.06005859375,6.049783814897419,0.27293493496568766,0.707119037262578,0.9974991068238657,0.7088919001783509,0.8558174330313165,0.21038609070180764,0.20910477045348247,0.21697217240781663,0,0.8558174330313165,False,3974.0,7236,1959.0,911,2054.0,907,2105.0,940,base,True,1024,19857356.0,1024,5.156779180470955e-05
e3_C_p0.7_c016_l0.80_L2_g1.0_base_r09,C,0.7,0.8,2.285714285714286,L2,1.0,16,9,1009,200,114.11830951385778,0,9717,0.35218356622420566,0.721831010690768,1.343610749791788,0.6024388017413027,1.265875877897713,1.0058233964429562,1.0163092590041742,1.0595703125,0.8260573273851949,0.2512897278053572,0.9994152901622569,1.0,0.9994152901622569,0.5169796608103827,0.5139972316848742,0.22664605763613116,0.22748706645975192,0,0.5169796608103827,False,3952.0,4026,3164.0,3987,3954.0,986,4073.0,992,base,True,1024,19890718.0,1024,5.148129896567836e-05
e3_B_p0.7_c016_l0.50_L1_g1.0_s256_r07,B,0.7,0.5,5.714285714285714,L1,1.0,16,7,1007,200,50.1617272539485,0,9726,0.4753060133154864,0.43592870799487876,0.7596289137298304,0.1746975357204836,1.663127278855102,1.048703170925426,0.4647006352082257,1.345893965471219,0.62697533625437,0.6525564931285226,1.0,0.9993120055039559,0.9993120055039559,0.5501229221170426,0.5661836643611075,0.5646777234973197,0.5523023326552563,1,0.5661836643611075,False,8163.0,2434,7248.0,2507,6270.0,2506,7814.0,2522,s256,False,0,,0,0.0
e3_B_p0.7_c016_l0.50_L1_g1.0_s256_r08,B,0.7,0.5,5.714285714285714,L1,1.0,16,8,1008,200,45.70852642811555,5,9718,0.47362678827400573,0.4457004222699578,0.8838048604316553,0.1828418034701535,1.6584870034970667,1.0573574000112347,0.5346669043150314,1.406631877923246,0.7593501897528631,0.6714733811355929,1.0,0.998630605956864,0.998630605956864,0.5654352925277915,0.5508165221814362,0.5619591973224133,0.5574844641307634,0,0.5654352925277915,False,8107.0,2504,6683.0,2504,7107.0,2527,8170.0,2424,s256,False,0,,0,0.0
e3_B_p0.7_c016_l0.50_L1_g1.0_s256_r09,B,0.7,0.5,5.714285714285714,L1,1.0,16,9,1009,200,45.62076130554312,0,9717,0.4786398322010035,0.4338596387928095,0.7806154946536032,0.1733950918038152,1.6955843391227177,1.0534138689568253,0.4703419909751574,1.3675937821319906,0.6484772047986784,0.6880384628573282,1.0,0.9982614742698191,0.9982614742698191,0.5476851270864391,0.5441909038820747,0.5491342826831279,0.5578200167533236,3,0.5578200167533236,False,6700.0,2525,7058.0,2509,8109.0,2485,7490.0,2448,s256,False,0,,0,0.0
e3_B_p0.7_c016_l0.50_L1_g1.0_s256_r10,B,0.7,0.5,5.714285714285714,L1,1.0,16,10,1010,200,56.54168027075614,1,9695,0.4851323490312816,0.4205010145358535,0.7525804584303354,0.16805838530547298,1.660775267679745,1.0424532729040936,0.4451996112835559,1.3290745279987617,0.6185549147600541,0.6761306018292732,1.0,0.998570918185066,0.998570918185066,0.5491710240457812,0.5485384085366675,0.55105471077456,0.5378914263807629,2,0.55105471077456,False,6289.0,2540,7253.0,2514,7481.0,2468,6866.0,2434,s256,False,0,,0,0.0
e3_C_p0.7_c016_l0.50_L1_g1.0_s256_r01,C,0.7,0.5,5.714285714285714,L1,1.0,16,1,1001,200,45.95793959200974,1,9716,0.4658974496601304,0.5177647213534144,1.2228688947466526,0.2740649485701519,1.799403766355434,1.0604438899059803,0.890839039194076,1.4447333175513677,1.084572464645729,0.8081117138478228,1.0,0.9956824975091332,0.9956824975091332,0.6110316305931701,0.6193319773042566,0.4922937977082735,0.49900757493376074,1,0.6193319773042566,False,8127.0,4077,7916.0,4130,8084.0,875,6197.0,889,s256,True,1024,14736977.0,1024,6.948507824908731e-05
e3_C_p0.7_c016_l0.50_L1_g1.0_s256_r02,C,0.7,0.5,5.714285714285714,L1,1.0,16,2,1002,200,45.2992596765986,5,9732,0.4804679867388106,0.6410934771594002,1.4493764858270848,0.4747102691630063,1.6148400046244071,1.0414730903813842,1.17285348838601,1.3279271307470253,1.3273589232399132,0.6119865360501128,0.9997090909090909,0.999649982499125,0.9999408743898566,0.7458474897352549,0.4822096672199849,0.4672890901882847,0.48467913411166097,0,0.7458474897352549,False,8165.0,7477,6097.0,836,6347.0,813,6134.0,842,s256,True,1024,14652381.0,1024,6.988625261655426e-05
e3_C_p0.7_c016_l0.50_L1_g1.0_s256_r03,C,0.7,0.5,5.714285714285714,L1,1.0,16,3,1003,200,50.09443420214111,5,9724,0.47798663851769113,0.48871317620054094,1.1359977198513254,0.2530980907270186,1.666792161410458,1.0475228796120848,0.8143604151983195,1.364223416907322,0.996420363607829,0.6692255712025825,0.9997076023391813,0.9989597780859917,0.9992519570207931,0.6084454179764778,0.602057408948434,0.48708154107344,0.4902826961303875,0,0.6084454179764778,False,8139.0,4146,7760.0,4113,6265.0,850,6209.0,858,s256,True,1024,14653464.0,1024,6.988108750258643e-05
e3_C_p0.7_c016_l0.50_L1_g1.0_s256_r04,C,0.7,0.5,5.714285714285714,L1,1.0,16,4,1004,200,47.30251565126525,3,9729,0.4693959443519824,0.4996873446956783,1.1735926429738899,0.25687980750025863,1.6968846326930995,1.0517231888509446,0.810755244003576,1.3917777079475737,1.021462169090018,0.7112518451115916,0.9998520053278082,0.996971736204576,0.997119304549189,0.6141577306763751,0.6139811035791735,0.49836430506553375,0.4982669324042083,0,0.6141577306763751,False,8096.0,4147,8126.0,4076,6225.0,871,6202.0,874,s256,True,1024,14740579.0,1024,6.946809891253254e-05
e3_C_p0.7_c016_l0.50_L1_g1.0_s256_r06,C,0.7,0.5,5.714285714285714,L1,1.0,16,6,1006,200,49.614092011450076,3,9703,0.48762538224439433,0.6359967413337547,1.6101044033662983,0.472425864949768,1.719637795542008,1.0443639599241188,1.209204508598452,1.350596520748263,1.4878969621462572,0.7188173897321699,0.9997113163972287,0.9985585585585586,0.9988469092829474,0.7495452971825215,0.4556749501042404,0.46694011868787866,0.45933006812743477,0,0.7495452971825215,False,7939.0,7551,7867.0,798,6387.0,823,8130.0,803,s256,True,1024,14548611.0,1024,7.038472607453728e-05
e3_C_p0.7_c016_l0.50_L1_g1.0_s256_r05,C,0.7,0.5,5.714285714285714,L1,1.0,16,5,1005,200,57.99603176179841,0,9687,0.4714042704916613,0.4917820978394202,1.1373377526602784,0.24896740500521541,1.7290755478635211,1.049834251952761,0.7992714879480074,1.3929680552617356,1.0172044163663563,0.7184002704741688,1.0,0.9972761321075928,0.9972761321075928,0.6059581758717216,0.6050837814347949,0.48616691512405474,0.5077892019067181,0,0.6059581758717216,False,7935.0,4094,7875.0,4114,7936.0,860,6087.0,898,s256,True,1024,14662574.0,1024,6.983766970246834e-05
e3_C_p0.7_c016_l0.50_L1_g1.0_s256_r07,C,0.7,0.5,5.714285714285714,L1,1.0,16,7,1007,200,50.51030675470249,0,9726,0.4753060133154864,0.4944773168103343,1.0784265849141843,0.25968235980821064,1.6613741154789121,1.0452398939680505,0.7996657483795843,1.3592455073448713,0.9315208946961294,0.6265983110525031,1.0,0.9993120055039559,0.9993120055039559,0.6262969313075247,0.6211218103540794,0.4935038244988462,0.4925364113838311,0,0.6262969313075247,False,7105.0,4173,6508.0,4106,8154.0,850,6308.0,845,s256,True,1024,14690864.0,1024,6.970318423749617e-05
e3_C_p0.7_c016_l0.50_L1_g1.0_s256_r08,C,0.7,0.5,5.714285714285714,L1,1.0,16,8,1008,200,46.15065462321285,5,9714,0.4736091476833095,0.5015415197924586,1.1032040064347437,0.2648910928841751,1.6814470146718383,1.0521589856879647,0.8384887598326257,1.37991684269935,0.9749458689802307,0.6797812179743401,1.0,0.9993150684931507,0.9993150684931507,0.6254159546260728,0.6123511070937621,0.49834642610931434,0.49929584328831406,0,0.6254159546260728,False,8045.0,4115,6741.0,4132,8178.0,861,7944.0,860,s256,True,1024,14689446.0,1024,6.970991281767876e-05
e3_A_p0.7_c016_l0.50_L2_g1.0_s256_r01,A,0.7,0.5,5.714285714285714,L2,1.0,16,1,1001,200,45.96673378537061,13,9716,0.4658974496601304,0.6631353542717378,1.5499132377286151,0.4828350654574285,1.8279465068607579,1.0646343368356512,1.218505546037852,1.4544224554176708,1.419229786930864,0.8486532381410951,0.9986577181208054,0.9946861507804716,0.9960230945315206,0.7511748936276663,0.495409616551454,0.49182859726820444,0.4832631672083408,0,0.7511748936276663,False,4074.0,7374,3924.0,879,4086.0,874,2066.0,862,s256,False,0,,0,0.0
e3_A_p0.7_c016_l0.50_L2_g1.0_s256_r02,A,0.7,0.5,5.714285714285714,L2,1.0,16,2,1002,200,46.11494513311031,2,9729,0.4805759338849791,0.6455942666463677,1.4746322642277003,0.4808359401113957,1.6399611769329798,1.0422838416381006,1.2139109315726841,1.3239672079469882,1.3505414002612735,0.6382585483705999,0.9989816700610998,0.9996497373029772,0.9993316986770988,0.7422310872083147,0.47026402383841465,0.48922301690704023,0.47876943752287787,0,0.7422310872083147,False,3492.0,7483,4003.0,817,4047.0,848,2133.0,836,s256,False,0,,0,0.0
e3_A_p0.7_c016_l0.50_L2_g1.0_s256_r03,A,0.7,0.5,5.714285714285714,L2,1.0,16,3,1003,200,50.284248513610684,27,9722,0.4779324924668137,0.6393886260045197,1.7261564386283286,0.4676870936378521,1.7067766543168037,1.0464951025382483,1.1824772218592476,1.356535188961868,1.59405399424472,0.7022823183497738,0.9979526177244809,0.9993065187239945,0.9986451594439288,0.7419687738827031,0.4862984260567621,0.47557170500737667,0.4842714507945965,0,0.7419687738827031,False,4050.0,7455,4071.0,851,4084.0,829,2012.0,847,s256,False,0,,0,0.0
e3_A_p0.7_c016_l0.50_L2_g1.0_s256_r04,A,0.7,0.5,5.714285714285714,L2,1.0,16,4,1004,200,47.361124552342545,14,9729,0.4693959443519824,0.6550589616092856,1.6777299714852947,0.4812947147431415,1.7006922796244197,1.0501212146626284,1.1887965391478699,1.3839317485526001,1.536981545726721,0.7099064641234638,0.9983720586058902,0.9966352624495289,0.998260371830932,0.7601898074600256,0.4902554349158141,0.483253038434307,0.49105723229002984,0,0.7601898074600256,False,2733.0,7420,2151.0,862,2125.0,849,2155.0,860,s256,False,0,,0,0.0
e3_A_p0.7_c016_l0.50_L2_g1.0_s256_r05,A,0.7,0.5,5.714285714285714,L2,1.0,16,5,1005,200,58.06722275843575,12,9687,0.4714042704916613,0.6434250917383818,1.6468161672489712,0.46650648385455623,1.7723826439241244,1.0500306767624956,1.2185260718863724,1.3882850626001524,1.5078736542317022,0.7604186824595964,0.9991111111111111,0.9969356486210419,0.997822602045082,0.7378450881576376,0.48344333654513216,0.48632508986138695,0.4975915824752144,0,0.7378450881576376,False,4062.0,7374,4068.0,857,3977.0,865,4034.0,886,s256,False,0,,0,0.0
e3_A_p0.7_c016_l0.50_L2_g1.0_s256_r06,A,0.7,0.5,5.714285714285714,L2,1.0,16,6,1006,200,49.614092011450076,0,9703,0.48762538224439433,0.6186677653849846,1.497171237308891,0.44810018650036093,1.7077134814400434,1.0445027875517134,1.1898346363335912,1.3470579421935496,1.3730769209398386,0.6861335064385387,0.9998556581986143,0.9985585585585586,0.9987027131072173,0.7323003261296224,0.464014799497,0.47007273784391984,0.4655464909178398,0,0.7323003261296224,False,3912.0,7526,2143.0,817,1970.0,823,3861.0,819,s256,False,0,,0,0.0
e3_A_p0.7_c016_l0.50_L2_g1.0_s256_r07,A,0.7,0.5,5.714285714285714,L2,1.0,16,7,1007,200,50.764109940677265,2,9725,0.47536846445085806,0.6538037799209832,1.4794565502365373,0.48635947439629046,1.6615591033012191,1.04671593386898,1.2025061627340177,1.3592485691952447,1.3484987121314138,0.6582326340095117,1.0,0.9996558843771507,0.9996558843771507,0.7579668668345715,0.4831505306990238,0.49979991664976875,0.49267347931193806,0,0.7579668668345715,False,3944.0,7449,4025.0,834,2091.0,859,2128.0,850,s256,False,0,,0,0.0
e3_A_p0.7_c016_l0.50_L2_g1.0_s256_r08,A,0.7,0.5,5.714285714285714,L2,1.0,16,8,1008,200,45.936342755076296,13,9715,0.47363723140642977,0.6579546176351673,1.6034353407291448,0.487958723531243,1.6881792322452536,1.0535443780585116,1.1980096504762958,1.4051778596002007,1.4679693186879934,0.6815324885115975,0.9991169977924945,0.9993150684931507,0.9998017935414956,0.7526138955846517,0.5003778828423088,0.49247472751367966,0.49012702434485406,0,0.7526138955846517,False,4013.0,7420,3958.0,868,3934.0,851,2019.0,850,s256,False,0,,0,0.0
e3_A_p0.7_c016_l0.50_L2_g1.0_s256_r09,A,0.7,0.5,5.714285714285714,L2,1.0,16,9,1009,200,45.71523942926567,5,9717,0.4786398322010035,0.6390003486979879,1.476217081225923,0.4669329100144905,1.6994354613241285,1.0482887172771969,1.18391306407635,1.3738293493177025,1.3521770642869768,0.7004932652285447,0.9997076450811285,0.9982614742698191,0.998553406269898,0.7490690249641349,0.4894652848659601,0.4689402910149314,0.4911046320783546,0,0.7490690249641349,False,3942.0,7465,3993.0,850,4021.0,816,4078.0,858,s256,False,0,,0,0.0
e3_A_p0.7_c016_l0.50_L2_g1.0_s256_r10,A,0.7,0.5,5.714285714285714,L2,1.0,16,10,1010,200,57.14080136450614,16,9692,0.4850468280682952,0.6267450742468147,1.5326904267361836,0.4590867954051342,1.6807554079326767,1.039631289343529,1.1936812392487126,1.306672136153514,1.408650368607391,0.6823434346143686,0.998694327578703,0.998570918185066,0.9998764292634602,0.7478264310912318,0.4706075397139208,0.4939537564853385,0.474342677646732,0,0.7478264310912318,False,3400.0,7495,4054.0,817,2105.0,853,4021.0,819,s256,False,0,,0,0.0
e3_B_p0.7_c016_l0.50_L2_g1.0_s256_r01,B,0.7,0.5,5.714285714285714,L2,1.0,16,1,1001,200,45.95793959200974,0,9716,0.4658974496601304,0.4577853837682494,0.8850928755154018,0.18520161248660608,1.8206156619100977,1.064784449342284,0.5757246861091511,1.4553057258821127,0.7534735147661059,0.8142912216121442,1.0,0.9950182663566921,0.9950182663566921,0.560641325667696,0.5454073231277987,0.5555366985289195,0.5600796332150466,0,0.560641325667696,False,3383.0,2500,4030.0,2540,3558.0,2457,3051.0,2491,s256,False,0,,0,0.0
e3_B_p0.7_c016_l0.50_L2_g1.0_s256_r02,B,0.7,0.5,5.714285714285714,L2,1.0,16,2,1002,200,45.225822709294874,0,9732,0.4804679867388106,0.43072463195407207,0.830218653142038,0.17522873104240133,1.6235850098172444,1.0455423844104026,0.4828586383238683,1.3378726499853655,0.7023623160823765,0.6261250697003747,1.0,0.9992999649982499,0.9992999649982499,0.5425175123138123,0.5429646618112969,0.5513888752222192,0.5431465796144067,2,0.5513888752222192,False,3693.0,2537,3359.0,2456,4029.0,2540,3334.0,2454,s256,False,0,,0,0.0
e3_B_p0.7_c016_l0.50_L2_g1.0_s256_r03,B,0.7,0.5,5.714285714285714,L2,1.0,16,3,1003,200,50.053326119361344,0,9724,0.47798663851769113,0.4352174370934891,0.8471404961002094,0.1757381975859834,1.6785380145391209,1.0506258969517897,0.5114713924261702,1.3577350457339548,0.7325585876222073,0.6926140329852014,1.0,0.9986130374479889,0.9986130374479889,0.5450009721556616,0.5461730609281531,0.5443225449793927,0.5523178035314251,3,0.5523178035314251,False,3650.0,2490,4059.0,2506,3988.0,2474,3934.0,2512,s256,False,0,,0,0.0
e3_B_p0.7_c016_l0.50_L2_g1.0_s256_r04,B,0.7,0.5,5.714285714285714,L2,1.0,16,4,1004,200,47.30251565126525,1,9729,0.4693959443519824,0.44681696560439305,0.9067043867675417,0.1791606545971397,1.7376427623108064,1.0553478180525795,0.5043014647465494,1.3947293613784437,0.7599824268952351,0.7145733542747761,1.0,0.9976446837146703,0.9976446837146703,0.5577303505346317,0.5525154426003456,0.5532045013782512,0.5613197772120622,3,0.5613197772120622,False,3738.0,2448,4072.0,2520,3989.0,2495,3958.0,2522,s256,False,0,,0,0.0
e3_B_p0.7_c016_l0.50_L2_g1.0_s256_r05,B,0.7,0.5,5.714285714285714,L2,1.0,16,5,1005,200,57.924957508680464,0,9687,0.4714042704916613,0.44002886264116214,0.881795544099699,0.17365620067085447,1.7302814408540235,1.0522234381602553,0.47154910888701157,1.3930772006126062,0.7467384663124416,0.7135296675956729,1.0,0.9979570990806946,0.9979570990806946,0.5425401597835626,0.5601002392201104,0.552522310776204,0.5497889245120869,1,0.5601002392201104,False,3774.0,2483,3143.0,2502,3743.0,2494,3955.0,2501,s256,False,0,,0,0.0
e3_B_p0.7_c016_l0.50_L2_g1.0_s256_r06,B,0.7,0.5,5.714285714285714,L2,1.0,16,6,1006,200,49.30680389131089,0,9706,0.4876050088298839,0.42259503001928966,0.8369397684306022,0.17179055923115608,1.7108791251919797,1.0487027326712228,0.47247122542807163,1.3544739830802257,0.7059291674018687,0.6979956233459177,1.0,0.9985590778097982,0.9985590778097982,0.5329029475505132,0.5299600316932164,0.5299578032110182,0.5392273353825053,3,0.5392273353825053,False,2198.0,2502,3533.0,2480,3331.0,2538,3970.0,2466,s256,False,0,,0,0.0
e3_C_p0.7_c016_l0.50_L1_g1.0_s256_r10,C,0.7,0.5,5.714285714285714,L1,1.0,16,10,1010,200,56.71933379141629,5,9694,0.4851048579742519,0.6314107028420545,1.422925551314423,0.4651393857526791,1.6841070025518625,1.0410001031033063,1.165863534885426,1.3213278072048067,1.297875315972984,0.6872843917486633,1.0,0.9989281886387996,0.9989281886387996,0.4784763612943554,0.7594387008564644,0.46852861312240196,0.4801119076010836,1,0.7594387008564644,False,6281.0,821,7965.0,7505,8170.0,813,8154.0,828,s256,True,1024,14554544.0,1024,7.035603451403218e-05
e3_C_p0.7_c016_l0.50_L1_g1.0_s256_r09,C,0.7,0.5,5.714285714285714,L1,1.0,16,9,1009,200,45.71523942926567,1,9717,0.4786398322010035,0.48599886216637567,1.0549256766625608,0.24880597935709592,1.7040688223625295,1.050197927290952,0.7988431407136432,1.3648229742547926,0.9247618672645682,0.7060565075469185,1.0,0.9982614742698191,0.9982614742698191,0.6121763945924978,0.60768898411726,0.48929344289074517,0.4897383494158114,0,0.6121763945924978,False,6896.0,4099,6192.0,4173,8122.0,851,6122.0,852,s256,True,1024,14635606.0,1024,6.996635465589877e-05
e3_B_p0.7_c016_l0.50_L2_g1.0_s256_r07,B,0.7,0.5,5.714285714285714,L2,1.0,16,7,1007,200,50.1617272539485,0,9726,0.4753060133154864,0.43592870799487876,0.7596289137298304,0.1746975357204836,1.663127278855102,1.048703170925426,0.4647006352082257,1.345893965471219,0.62697533625437,0.6525564931285226,1.0,0.9993120055039559,0.9993120055039559,0.5628797326427952,0.5573979435980531,0.5639928789844733,0.5490160874054044,2,0.5639928789844733,False,3341.0,2541,3910.0,2500,3919.0,2492,3242.0,2454,s256,False,0,,0,0.0
e3_B_p0.7_c016_l0.50_L2_g1.0_s256_r08,B,0.7,0.5,5.714285714285714,L2,1.0,16,8,1008,200,45.70852642811555,5,9718,0.47362678827400573,0.4457004222699578,0.8838048604316553,0.1828418034701535,1.6584870034970667,1.0573574000112347,0.5346669043150314,1.406631877923246,0.7593501897528631,0.6714733811355929,1.0,0.998630605956864,0.998630605956864,0.5608872123623614,0.553671682339117,0.5576508514487342,0.5634857300121916,3,0.5634857300121916,False,3463.0,2528,3837.0,2555,4029.0,2457,4026.0,2443,s256,False,0,,0,0.0
e3_B_p0.7_c016_l0.50_L2_g1.0_s256_r10,B,0.7,0.5,5.714285714285714,L2,1.0,16,10,1010,200,56.54168027075614,1,9695,0.4851323490312816,0.4205010145358535,0.7525804584303354,0.16805838530547298,1.660775267679745,1.0424532729040936,0.4451996112835559,1.3290745279987617,0.6185549147600541,0.6761306018292732,1.0,0.998570918185066,0.998570918185066,0.5433974259925376,0.5476171747169021,0.5566801473141549,0.538960821714177,2,0.5566801473141549,False,3639.0,2478,3413.0,2472,1980.0,2552,3558.0,2484,s256,False,0,,0,0.0
e3_B_p0.7_c016_l0.50_L2_g1.0_s256_r09,B,0.7,0.5,5.714285714285714,L2,1.0,16,9,1009,200,45.62076130554312,0,9717,0.4786398322010035,0.4338596387928095,0.7806154946536032,0.1733950918038152,1.6955843391227177,1.0534138689568253,0.4703419909751574,1.3675937821319906,0.6484772047986784,0.6880384628573282,1.0,0.9982614742698191,0.9982614742698191,0.54229208876566,0.547110007970754,0.5635023434469222,0.5459258902216292,2,0.5635023434469222,False,2948.0,2565,3956.0,2459,3455.0,2459,3747.0,2504,s256,False,0,,0,0.0
e3_C_p0.7_c016_l0.50_L2_g1.0_s256_r02,C,0.7,0.5,5.714285714285714,L2,1.0,16,2,1002,200,45.2992596765986,11,9732,0.4804679867388106,0.6327753990132603,1.5330645870794148,0.4629060048227947,1.6209531315929877,1.0415440672174783,1.2025321086415486,1.3297736614608993,1.4000237852284663,0.6142929734199971,0.9997090909090909,0.999649982499125,0.9999408743898566,0.48181624651403654,0.73646122760884,0.4912573344744399,0.47049057265786903,1,0.73646122760884,False,4047.0,840,3492.0,7471,4003.0,854,2133.0,819,s256,True,1024,14652381.0,1024,6.988625261655426e-05
